No,Group,Post URL,Message,PostTime (UTC+7),ScrapeAt (UTC+7)
1,1925997401002801,https://www.facebook.com/groups/1925997401002801/posts/4527617314174117/,"670 w พร้อมส่งครับ
ปรีกษาทีมงานฝ่ายขาย
 : 095-5718884  เซลฟิวส์... ดูเพิ่มเติม",45 นาที,2026-04-27 15:40:44
2,1925997401002801,https://www.facebook.com/groups/1925997401002801/posts/4527617240840791/," ส่งมอบงานโซล่าเซลล์ โซล่ารูฟท็อป 
 จบไปเรียบร้อยกับอีก 1 ผลงาน การติดตั้ง
... ดูเพิ่มเติม",45 นาที,2026-04-27 15:40:44
3,1925997401002801,https://www.facebook.com/groups/1925997401002801/posts/4527616724174176/,สนใจงานติดตั้ง โซล่าเซลล์ ติดต่อทางเพจได้เลยนะคะ,46 นาที,2026-04-27 15:40:44
4,1925997401002801,https://www.facebook.com/groups/1925997401002801/posts/4527603964175452/,"RAPD ส่งฟรี Li - BATTERY Lithium 300Ah 200Ah 100Ah 51.2 V มีให้เลือก 3แบบ (NEW)
 https://s.shopee.co.th/5L8IGIiNct
 https://s.lazada.co.th/s.ZgG9ML?t=p-i6YYjZo-sSIKWAX",1 ชั่วโมง,2026-04-27 15:40:48
5,1925997401002801,https://www.facebook.com/groups/1925997401002801/posts/4527593107509871/,ผู้รับเหมา / ร้านติดตั้งโซลาร์ ห้ามเลื่อนผ่านโพสต์นี้!... ดูเพิ่มเติม,1 ชั่วโมง,2026-04-27 15:40:54
6,1925997401002801,https://www.facebook.com/groups/1925997401002801/posts/4527592940843221/,"สายไฟ PV Cable สายไฟ PV ขนาด 6 sq.mm.ยี่ห้อ LINK สีแดง/ดำ 1,000R M. /Roll... ดูเพิ่มเติม",1 ชั่วโมง,2026-04-27 15:40:59
7,1925997401002801,https://www.facebook.com/groups/1925997401002801/posts/4527586280843887/,"ราคา 65,000 บาท... ดูเพิ่มเติม",1 ชั่วโมง,2026-04-27 15:41:04
8,1925997401002801,https://www.facebook.com/groups/1925997401002801/posts/4527582014177647/,Inbox เลยค่า,1 ชั่วโมง,2026-04-27 15:41:10
9,383849116272497,https://www.facebook.com/groups/383849116272497/posts/1659722728685123/," แผงโซลาร์เซลล์ 245W มือสอง สภาพสวย ใช้งานได้จริง 
  ... ดูเพิ่มเติม",2 วัน,2026-04-27 15:41:34
10,383849116272497,https://www.facebook.com/groups/383849116272497/posts/1657457405578322/,"⚠️ ด่วน! ค่าไฟรอบใหม่ขึ้นอีกแล้ว ⚠️
พ.ค. – ส.ค. 𝟐𝟓𝟔𝟗 นี้ ค่า 𝐅𝐭 ปรับขึ้นเป็น 𝟎.𝟏𝟔𝟐𝟑 บาท/หน่วย จากเดิม 𝟎.𝟎𝟗𝟕𝟐 บาท/หน่วย แปลว่าทั้งบ้านและธุรกิจต้องเตรี... ดูเพิ่มเติม",4 วัน,2026-04-27 15:41:51
11,2317142971864047,https://www.facebook.com/groups/2317142971864047/posts/4359633860948271/,สำหรับพี่พี่ท่านไหนสนใจแบตเตอรี่ติดต่อสอบถามได้นะครับ ราคาแบ่งปันครับ,5 นาที,2026-04-27 15:42:06
12,2317142971864047,https://www.facebook.com/groups/2317142971864047/posts/4359631614281829/,ตอนนี้ติดตั้งโซล่าเซลล์ยื่นสินเชื่อกับธนาคารไหนที่อนุมัติและยื่นสินเชื่อได้และ ลดหย่อนภาษีเข้าตามนโยบายรัฐบาลบ้างคะ ติดโซล่าเซลล์ของดึเย่ ในบ้านเสียงดังมากปกติไหมค่ะ,8 นาที,2026-04-27 15:42:06
13,2317142971864047,https://www.facebook.com/groups/2317142971864047/posts/4359630317615292/,"ขอสอบถามคะ แอร์ 3ตัว 18000 ทั้ง3 ตัว ตู้เย็น 10-2ตู้ 18 -1 ตู้
ควรติดตั้งราคาเท่าไหร่โซล่าเซลล์ งบควรเท่าไหร่ค่ะ ขอบคุณคะ ",9 นาที,2026-04-27 15:42:06
14,2317142971864047,https://www.facebook.com/groups/2317142971864047/posts/4359629674282023/,แบตเต็มหมดแล้วเสียดายแดดจังเลย,10 นาที,2026-04-27 15:42:06
15,2317142971864047,https://www.facebook.com/groups/2317142971864047/posts/4359629510948706/,แนะนำหน่อยคะ อินเวอร์เตอร์ตัวนี่จู่ๆรีสตาทเอง เกิดจากอะไรคะ แล้วมีวิธีแก้ไขยังไงบ้างคะ,10 นาที,2026-04-27 15:42:10
16,2317142971864047,https://www.facebook.com/groups/2317142971864047/posts/4359623394282651/,ขออณุญาติครับ ตัวนี้ใช้ได้นานไม่ครับ  มีข้อเสียไม่ครับ,18 นาที,2026-04-27 15:42:21
17,2317142971864047,https://www.facebook.com/groups/2317142971864047/posts/4359617384283252/, ครบ จบ ในที่เดียว!... ดูเพิ่มเติม,27 นาที,2026-04-27 15:42:28
18,2317142971864047,https://www.facebook.com/groups/2317142971864047/posts/4359611967617127/,แผงโซล่าเซลล์ขึ้นกี่%แล้ว ตั้งแต่ปีใหม่มาครับ,33 นาที,2026-04-27 15:42:32
19,thaisolarcell,https://www.facebook.com/groups/thaisolarcell/posts/1299737342126328/,"ตั้งโซล่าเซลล์แอร์ 12,000 BTU ใช้งานเฉพาะกลางวันงบเท่าไหร่ครับ",1 นาที,2026-04-27 15:42:46
20,thaisolarcell,https://www.facebook.com/groups/thaisolarcell/posts/1299713132128749/,"ปรึกษาค่ะ ที่บ้านติด solar 5kw (เห็นผลิตได้ max สุด ไม่เกิน 3 เลย) ไม่มีแบต huawei
ค่าไฟเดือน เมษา 68 /3700 ตอนยังไม่ติด
ค่าไฟเดือน เมษา 69/ 3400 
 ติดแล้ว
กลางวัน เปิดแอร์ 30000btu ให้แมว ประมาณ 3ชม.",40 นาที,2026-04-27 15:42:47
21,thaisolarcell,https://www.facebook.com/groups/thaisolarcell/posts/1299621202137942/,ปรึกษาคา... ดูเพิ่มเติม,3 ชั่วโมง,2026-04-27 15:42:47
22,thaisolarcell,https://www.facebook.com/groups/thaisolarcell/posts/1299735055459890/,"ต้องการติดตั้ง Solar Hybrid  Deye ขนาด 5Kw + แบต 16Kwh พิกัด จ.นนทบุรี
สามารถผ่อน 0% 10 เดือน กับ บริษัทหรือบัตรเครดิต และออก E-Tax ได้
เสนอราคา ทักแชท มาได้เลยครับ",3 นาที,2026-04-27 15:42:53
23,thaisolarcell,https://www.facebook.com/groups/thaisolarcell/posts/1299736198793109/,"ราคาพุ่งแรง !!  เปิดให้จองแล้ววันนี้ 
แผง PV  ราคาพิเศษ !! พิเศษสุด ๆ 
- AIKO-A-MDE72Mw-670W / 770W
-... ดูเพิ่มเติม",2 นาที,2026-04-27 15:42:57
24,thaisolarcell,https://www.facebook.com/groups/thaisolarcell/posts/1299709005462495/,"กลางคืนใช้ไฟ แอร์18,000BTU แบบไม่มีอินเวอร์เตอร์1เครื่องและตู้เย็นเครื่องใหญ่1เครื่อง ควรใช้แบตเท่าไหร่คับที่สามารถถึงเช้าเลย",47 นาที,2026-04-27 15:43:03
25,thaisolarcell,https://www.facebook.com/groups/thaisolarcell/posts/1299730935460302/,"ขอราคาพร้อม vat ออก e-tax ได้
ระบบ Hybrid inverter 5k พร้อมแบต 16kw
หน้างาน บางบัวทองครับ",10 นาที,2026-04-27 15:43:07
26,thaisolarcell,https://www.facebook.com/groups/thaisolarcell/posts/1297009719065757/,มีใครขอยื่นสินเชื่อดอกเบี้ยต่ำของธนาคารออมสินมาติดโซล่าเซลล์แล้วบ้างคะ,3 วัน,2026-04-27 15:43:13
27,1671213103178339,https://www.facebook.com/groups/1671213103178339/posts/4067565863543039/,รีวิว  ทดสอบเครื่องไฟฟ้า ใช้งานได้จริงไหม ลองกันชัดๆ ไม่มีตัดต่อ ไม่มีรีวิวแอ... ดูเพิ่มเติม,"ตอบกลับเร็วมาก
 
1 ชั่วโมง",2026-04-27 15:43:28
