No,Group,Post URL,Message,PostTime,ScrapedAt
11,2317142971864047,https://www.facebook.com/groups/2317142971864047/posts/4359382684306722/," ล้างแผงตรวจเช็คระบบให้การทำงานมีประสิทธิภาพดีขึ้น
#กระบี่โซล่าเซลล์ตรงข้ามไปรษณีย์เหนือคลอง
#งานล้างแผงตรวจเช็คระบบ
#พลังงานทางเลือกพลังงานทางรอด
#ติดตั้งก่อนประหยัดก่อน
ดูเพิ่มเติม",4 นาที,2026-04-27 10:13:03
12,2317142971864047,https://www.facebook.com/groups/2317142971864047/posts/4359381857640138/,"แบตเตอรี่สำรองไฟ
ถอดจากเครื่องสำรองไฟ ใช้งานแค่ 1 ปี
Energetic 12V 200ah. หนัก 60 kg.
ขนาด L240×W522xH218 mm.
ราคาลูกละ 3500 บาท 
ว่าง 2 ลูกค่ะ
ดูเพิ่มเติม",5 นาที,2026-04-27 10:13:08
13,2317142971864047,https://www.facebook.com/groups/2317142971864047/posts/4359377107640613/,"สอบถามครับ
ทำไมโหลดที่บ้านมันถึง ขึ้น ลง ทั้งที่เปิดแอร์ตัวเดิม เท่าเดิม และ grid ยังจ่ายไฟตลอด",11 นาที,2026-04-27 10:13:14
14,2317142971864047,https://www.facebook.com/groups/2317142971864047/posts/4359376190974038/,"เอารถจักรยานไฟฟ้าไปแลกแผง245w.มาได้ 3 แผงแบตจากพี่ชายใจดีในโลกโซเชียล 2 ลูก 3,... ดูเพิ่มเติม",13 นาที,2026-04-27 10:13:21
15,thaisolarcell,https://www.facebook.com/groups/thaisolarcell/posts/1298868955546500/,"ช่วงนี้คนสนใจติดโซลาร์เซลล์กันเยอะ เข้าใจว่าแต่ละที่ยุ่ง ส่งถามไป 10ที่ ตอบมา 3 ที่ 

เลยอยากขอรีวิวเพื่อนๆที่ติดแล้ว หรือมัดจำไปแล้ว บริการของที่ไหนดีบ้างขอบริษัทที่อยู่ใน กทม นนทบุรี",18 ชั่วโมง,2026-04-27 10:13:38
16,thaisolarcell,https://www.facebook.com/groups/thaisolarcell/posts/1298997635533632/,"ต้องการติดตั้งโซลาร์เซลล์+แบต ครับ
กำลังดูไว้เป็น ชุด 5 kWh 1 เฟส + แบต 16 kW
ใช้ไฟกลางคืนส่วนใหญ่ครับ
ปกติค่าไฟประมาณ 3000-4000 บาท/เดือน
ดูเพิ่มเติม",14 ชั่วโมง,2026-04-27 10:13:38
17,thaisolarcell,https://www.facebook.com/groups/thaisolarcell/posts/1299541712145891/,"อยากติดโซล่า
ใช้แอร์ 2 ตัว ตู้เย็น 1 รถEV
ใช้ระบบไหนดีครับ
ค่าไช้จ่ายประมาณเท่าไหร่คับ 5kw+
ขอบคุณไว้ล่วงหน้าครับ",3 นาที,2026-04-27 10:13:38
18,thaisolarcell,https://www.facebook.com/groups/thaisolarcell/posts/1299541452145917/,ยินดีกับลูกค้าโซล่าเชลล์บ้านด้วยนะครับ ธนาคารอนุมัติแล้วครับ,4 นาที,2026-04-27 10:13:38
19,thaisolarcell,https://www.facebook.com/groups/thaisolarcell/posts/1299539572146105/,"ขออนุญาตแอดมินค่ะ
อัพเดทงานติดตั้งของบริษัท Sigenergy บ้านคุณตี๋ บางบอนค่ะ
ติดโซล่าเซลล์กับนิด คุ้มค่า คุ้มราคาแน่นอนค่ะ
ช่องทางการติดต่อ:
ดูเพิ่มเติม",7 นาที,2026-04-27 10:13:38
20,thaisolarcell,https://www.facebook.com/groups/thaisolarcell/posts/1298326902267372/,คนที่ติดโซล่าเซลไปแล้วรีวิวหน่อยค่ะว่าใช้แบรนด์ไหนกันบ้าง พอดีมีแพลนจะติดแต่ลังเลว่าควรเลือกแบบไหน แบรนด์ไหนดีคะ,1 วัน,2026-04-27 10:13:48
21,thaisolarcell,https://www.facebook.com/groups/thaisolarcell/posts/1299483532151709/,เดี๋ยวนี้ติดกล้องวงจรปิดไม่ต้องต่อระบบไฟให้ยุ่งยากแล้วค่ะ ใช้ระบบโซล่าเซลล์แบบ... ดูเพิ่มเติม,1 ชั่วโมง,2026-04-27 10:13:49
22,thaisolarcell,https://www.facebook.com/groups/thaisolarcell/posts/1292423836191012/,"ซื้อคืน 2 บาท ขายออก 5 บาท ไม่ต้องทำเลยนะ ควรให้หักลบกันได้ในระบบไปเลย โซลาร์เซลล์บ้านที่บอกว่า ""ขายไฟได้"" ฟังดูดี แต่ต้องควักกี่แสนกว่าจะคืนทุน?
""เอกนิติ"" ขึ้นเวที IMF ที่วอชิงตัน ประกาศแผนเปิดให้ชาว",,2026-04-27 10:13:59
23,thaisolarcell,https://www.facebook.com/groups/thaisolarcell/posts/1298916208875108/,"หาบริษัทที่น่าเชื่อถือ ติดตั้งโซล่าเซลอยากได้inverter :Huawei
ในกทม ค่าไฟประมาณ 4,500-6,500 บาท/เดือนครับ
รายละเอีนดใช้ไฟ ในคอมเม้น",16 ชั่วโมง,2026-04-27 10:14:11
24,thaisolarcell,https://www.facebook.com/groups/thaisolarcell/posts/1298934505539945/,"หาช่างมีผลงานทำโซล่าเซลล์อาคาร 10kw 28 โครงการในขอนแก่น,ชัยภูมิ
0644495288 วันธรรมดา",16 ชั่วโมง,2026-04-27 10:14:11
25,1671213103178339,https://www.facebook.com/groups/1671213103178339/posts/4067318576901101/,"ร้านโอเคแบตเตอรี่สาขาอู่ทอง
จำหน่ายแบตมือหนึ่ง และ แบตมือสอง
3K -MAX2500  ขั้ว L แบตปี68เดือน9
รับประกัน 6 เดือน โทรสอบถาม 092-279-8906 ร้านอยู่อู่ทอง",1 ชั่วโมง,2026-04-27 10:14:29
26,1671213103178339,https://www.facebook.com/groups/1671213103178339/posts/4066432803656345/,"ขายแผงโซลาเซลค่ะ มีอยู่ 2 ชิ้น ใครสนใจทักมาสอบถามได้เลยนะคะ อยู่แถวบางนา หรือจะส่งลาล่ามูฟก็ได้ค่ะ ของไม่มีตำหนิไม่เคยใช้  สภาพใหม่ ราคาเต็มอยู่ที่ 5,xxx สามารถเช็คได้เลยค่ะ ยี่ห้อ Sunman",22 ชั่วโมง,2026-04-27 10:14:29
27,1671213103178339,https://www.facebook.com/groups/1671213103178339/posts/4061443357488623/,"TRINA SOLAR
ซื้อจำนวนเยอะ
EPC
มีราคาพิเศษ... ดูเพิ่มเติม",6 วัน,2026-04-27 10:14:34
28,1671213103178339,https://www.facebook.com/groups/1671213103178339/posts/4063460377286921/,มาๆมาแล้ว  แผงมือ 2  ที่คุณอยากได้  ราคาถูก !!  แผง 310 w มือ2  ใช้สูบน้ำ ปั้ม... ดูเพิ่มเติม,3 วัน,2026-04-27 10:14:38
29,1671213103178339,https://www.facebook.com/groups/1671213103178339/posts/4064509743848651/,"สตูดิโอ 0 ห้องน้ำ - อพาร์ทเมนท์
โฮมโปร, ถนน เทพกษัตรี, ศรีสุนทร, ถลาง, ภูเก็ต 83110, ประเทศไทย
 ด่วน! ที่ดินทำเลทอง ติดถนนใหญ่ ใกล้ HomePro ถลาง ภูเก็ต... ดูเพิ่มเติม",2 วัน,2026-04-27 10:14:43
30,429829328127055,https://www.facebook.com/groups/429829328127055/posts/1605886363854673/, ค่าไฟแพงแบบนี้…ต้องรีบติดโซล่าเซลล์... ดูเพิ่มเติม,11 นาที,2026-04-27 10:15:05
31,429829328127055,https://www.facebook.com/groups/429829328127055/posts/1605842747192368/,"แผงโซล่าเซลล์ 245 วัตต์ มือ2
สภาพสวย พร้อมใช้งาน
[
ของมีจำนวนจำกัด
]
ราคา550/แผง
ซื้อ10แผงขึ้นไป เหลือ530/แผง
ดูเพิ่มเติม",1 ชั่วโมง,2026-04-27 10:15:05
32,429829328127055,https://www.facebook.com/groups/429829328127055/posts/1605838023859507/,Deye Micro Inverter 1.6kW/2.25kW พร้อม Rapid Shutdown Build in AFCI  - ประกัน ... ดูเพิ่มเติม,1 ชั่วโมง,2026-04-27 10:15:05
33,429829328127055,https://www.facebook.com/groups/429829328127055/posts/1605825563860753/," ถูกจริง ใช้ได้จริง! ใครหาโซล่าเซลล์อยู่ ห้ามพลาดตัวนี้
 แผงโซลาร์เซลล์ 245W มือ 2 หน้าใส
 สภาพสวย คัดแล้วทุกแผง
 ไฟออกเต็ม ใช้งานได้จริง ไม่ต้องลุ้น
ดูเพิ่มเติม",1 ชั่วโมง,2026-04-27 10:15:16
34,429829328127055,https://www.facebook.com/groups/429829328127055/posts/1605819337194709/," ชุดปั๊มหอยโข่งโซล่าเซลล์ Handuro AC/DC 750w 1100w 1500w 2200w 1.5” 2” 3” 4” ชุดพร้อมใช้ปั๊มโซล่าเซลล์
ชุดปั๊มหอยโข่ง 2 ระบบ ชุดปั๊มโซล่าเซลล์ แฮนดูโร่
 ขายในราคา ฿12,000  บาท
สั่งซื้อ https://s.shope",2 ชั่วโมง,2026-04-27 10:15:22
35,429829328127055,https://www.facebook.com/groups/429829328127055/posts/1604980507278592/,อรุณสวัสดิ์! มาเริ่มสร้างสังคมที่ดีไปด้วยกันเถอะ,"ผู้ดูแล
 
3 ชั่วโมง",2026-04-27 10:15:28
36,429829328127055,https://www.facebook.com/groups/429829328127055/posts/1605780023865307/,240W แผงละ 499 บาท... ดูเพิ่มเติม,3 ชั่วโมง,2026-04-27 10:15:28
