No,Status,Group,Post URL,Message,Score,Reason
1,✅ Lead,2317142971864047,https://www.facebook.com/groups/2317142971864047/posts/4359507514294239/,"กำลังจะติด 15kw3p แบต 16 kwh 1 อัน แผง 18 แผง
 พร้อมติดตั้งรวมvatในราคา 3แสน5 แพงไหมครับ",9,"ผู้โพสต์ระบุรายละเอียดระบบชัดเจน (15kW 3P, แบต 16kWh, แผง 18 แผง) และกำลังจะติดต"
2,✅ Lead,2317142971864047,https://www.facebook.com/groups/2317142971864047/posts/4359506784294312/,หาแบตเตอรี่ 314ah 16kwh. ครับ 1 ลูก สำเร็จรูป,8,กำลังหาซื้อแบตเตอรี่ 16kWh สำเร็จรูป พร้อมติดตั้ง ชัดเจนว่าต้องการซื้อ ไม่ใช่ผู้
3,✅ Lead,2317142971864047,https://www.facebook.com/groups/2317142971864047/posts/4359499684295022/,ตอนเย็นใช้ซักผ้า อบผ้า เปิดไฟในบ้าน ตู้เย็น 2 ประตู 1 ตู้ ตู้ฟิช 1 ตู้ ใช้แอร์ 12000 กลางคืน 5 ชม อยากได้ออฟกริช ต้องใช้ชุดไหนดีครับ แนะนำหน่อย มือใหม่ครับ,7,"ผู้โพสต์อธิบายโหลดไฟฟ้าที่ใช้ในบ้าน (เครื่องซักผ้า, ตู้เย็น, แอร์) และถามว่าต้อง"
4,✅ Lead,2317142971864047,https://www.facebook.com/groups/2317142971864047/posts/4359495937628730/,"สอบถามครับ จะใช้ไฟฟ้า แค่ตอนกลางวัน  on grid ไม่ติดแบต(อนาคตมีเงินค่อยติดเพิ่ม) ช่วยแนะนำใช้ inverter กี่ kw ดีครับ.
เพิ่มเติม:
-พึ่งซื้อแผง longi himo /650 w มาแล้ว 4 แผง ที่ไทยวัสดุ
-มีแอร์ 18,500 b",9,ซื้อแผง Longi แล้ว 4 แผง กำลังวางแผนติดตั้ง on grid ถามเรื่องขนาด inverter เป็นผ
5,✅ Lead,2317142971864047,https://www.facebook.com/groups/2317142971864047/posts/4359494017628922/,ตามหาระบบโซล่าพร้อมติดตั้ง สนใจระบบ 5-6k deye lux แบต 10-15k เสนอราคามาได้ หน้างานอยู่ประชาอุทิศ บางมด,9,"ผู้โพสต์ต้องการซื้อและติดตั้งระบบโซลาร์เซลล์ โดยระบุความต้องการชัดเจน (5-6kW, แบ"
6,✅ Lead,2317142971864047,https://www.facebook.com/groups/2317142971864047/posts/4359490000962657/,อยากทำโรงจอดรถ3ช่องจอด พร้อมโซล่าเซลล์5กิโลวัตต์ ใส่แบตเตอรี่สัก15กิโลวัตต์ ขอบริษัทออกใบเสร็จ เอาไปลดภาษีได้ครับ(ไฟ3เฟส),9,ต้องการติดตั้งโซล่าเซลล์5kWพร้อมแบต15kWhสำหรับโรงจอดรถ3ช่อง ระบุความต้องการชัดเจ
7,✅ Lead,thaisolarcell,https://www.facebook.com/groups/thaisolarcell/posts/1298997635533632/,"ต้องการติดตั้งโซลาร์เซลล์+แบต ครับ
กำลังดูไว้เป็น ชุด 5 kWh 1 เฟส + แบต 16 kW
ใช้ไฟกลางคืนส่วนใหญ่ครับ
ปกติค่าไฟประมาณ 3000-4000 บาท/เดือน
ดูเพิ่มเติม",9,ผู้โพสต์ต้องการติดตั้งโซลาร์เซลล์และแบตเตอรี่ มีรายละเอียดชัดเจน (ระบบ 5 kWh 1 เ
8,✅ Lead,thaisolarcell,https://www.facebook.com/groups/thaisolarcell/posts/1299635972136465/,หา Deye Inverter ค่ะ ใครมีสต๊อคพร้อมส่งบ้าง ทิ้งคอนแทคไว้ค่ะ,7,กำลังมองหา Deye Inverter ซึ่งเป็นอุปกรณ์โซลาร์เซลล์ แสดงว่ามีความต้องการซื้ออุปก
9,✅ Lead,thaisolarcell,https://www.facebook.com/groups/thaisolarcell/posts/1298934505539945/,"หาช่างมีผลงานทำโซล่าเซลล์อาคาร 10kw 28 โครงการในขอนแก่น,ชัยภูมิ
0644495288 วันธรรมดา",8,กำลังหาช่างติดตั้งโซล่าเซลล์ 10kW สำหรับอาคาร 28 โครงการ มีความต้องการชัดเจน ต้อ
10,✅ Lead,429829328127055,https://www.facebook.com/groups/429829328127055/posts/1605886363854673/, ค่าไฟแพงแบบนี้…ต้องรีบติดโซล่าเซลล์... ดูเพิ่มเติม,8,ผู้โพสต์ต้องการติดตั้งโซล่าเซลล์เนื่องจากค่าไฟแพง แสดงถึงความต้องการซื้อและติดตั
11,❌ Rejected,1925997401002801,https://www.facebook.com/groups/1925997401002801/posts/4527538524181996/,สนใจสินค้าทักแชทสอบถามได้นะคะ หรือทักแชทสอบถามทางเพจ JPEN Market ได้เลยนะคะ หร... ดูเพิ่มเติม,0,โพสต์เป็นการประชาสัมพันธ์สินค้า ไม่ได้แสดงความต้องการซื้อหรือติดตั้ง
12,❌ Rejected,1925997401002801,https://www.facebook.com/groups/1925997401002801/posts/4527537707515411/,"15 ตัวสุดท้ายค่า 39,800 (ex vat) ส่งฟรีค่ะ",0,ผู้ขายสินค้า (โซลาร์เซลล์ 15 แผง) กำลังโฆษณาขายสินค้า ไม่ใช่ผู้ต้องการซื้อ/ติดตั
13,❌ Rejected,1925997401002801,https://www.facebook.com/groups/1925997401002801/posts/4527537540848761/,ราคา 150 บาท... ดูเพิ่มเติม,0,ผู้โพสต์เป็นผู้ขายสินค้าราคา 150 บาท ไม่แสดงความต้องการซื้อหรือติดตั้งโซลาร์เซลล
14,❌ Rejected,1925997401002801,https://www.facebook.com/groups/1925997401002801/posts/4527534290849086/,ราคาทั้งชุด 67 บาท,0,ผู้โพสต์เป็นผู้ขายสินค้า (ราคา 67 บาท) ไม่ใช่ผู้ต้องการซื้อหรือติดตั้งโซลาร์เซลล
15,❌ Rejected,1925997401002801,https://www.facebook.com/groups/1925997401002801/posts/4527509520851563/,240W แผงละ 499 บาท... ดูเพิ่มเติม,0,โพสต์ขายแผงโซลาร์เซลล์ 240W ราคา 499 บาท/แผง ผู้โพสต์เป็นผู้ขายสินค้า ไม่ใช่ผู้ท
16,❌ Rejected,1925997401002801,https://www.facebook.com/groups/1925997401002801/posts/4527509310851584/,"จำหน่ายแผงโซล่าร์เซลล์
คุณภาพมาตรฐานระดับโลก Tier 1... ดูเพิ่มเติม",0,โพสต์นี้เป็นการประกาศขายแผงโซลาร์เซลล์ ไม่ใช่ผู้สนใจซื้อหรือติดตั้ง
17,❌ Rejected,383849116272497,https://www.facebook.com/groups/383849116272497/posts/1659722728685123/," แผงโซลาร์เซลล์ 245W มือสอง สภาพสวย ใช้งานได้จริง 
  ... ดูเพิ่มเติม",0,โพสต์นี้เป็นการประกาศขายแผงโซลาร์มือสอง ไม่ใช่ผู้ต้องการซื้อ
18,❌ Rejected,383849116272497,https://www.facebook.com/groups/383849116272497/posts/1657457405578322/,"⚠️ ด่วน! ค่าไฟรอบใหม่ขึ้นอีกแล้ว ⚠️
พ.ค. – ส.ค. 𝟐𝟓𝟔𝟗 นี้ ค่า 𝐅𝐭 ปรับขึ้นเป็น 𝟎.𝟏𝟔𝟐𝟑 บาท/หน่วย จากเดิม 𝟎.𝟎𝟗𝟕𝟐 บาท/หน่วย แปลว่าทั้งบ้านและธุรกิจต้องเตรี... ดูเพิ่มเติม",0,โพสต์แชร์ข่าวค่าไฟขึ้น ไม่มีเจตนาซื้อหรือติดตั้งโซลาร์ ส่วนใหญ่เป็นคอนเทนต์สร้าง
19,❌ Rejected,383849116272497,https://www.facebook.com/groups/383849116272497/posts/1657456818911714/," ด่วน! ค่าไฟรอบใหม่ขึ้นอีกแล้ว 
... ดูเพิ่มเติม",2,แค่พูดถึงค่าไฟแพง ไม่ได้แสดงเจตนาต้องการซื้อหรือติดตั้งโซลาร์เซลล์ เป็นแค่การระบ
20,❌ Rejected,2317142971864047,https://www.facebook.com/groups/2317142971864047/posts/4359510197627304/,ไม่เจ็บก็ไม่จบ,0,Error: HTTP Error 529: Unknown Status
21,❌ Rejected,2317142971864047,https://www.facebook.com/groups/2317142971864047/posts/4359499590961698/,Smart meter... ดูเพิ่มเติม,1,โพสต์กล่าวถึง Smart meter แต่ไม่มีการแสดงความต้องการซื้อหรือติดตั้งระบบโซลาร์เซล
22,❌ Rejected,2317142971864047,https://www.facebook.com/groups/2317142971864047/posts/4359492210962436/,ผมมีแผง450wแบตเจล100A2ลูกเหมาะกับชาร์เจอร์ตัวไหนครับ,1,ผู้ใช้มีอุปกรณ์อยู่แล้ว (แผง 450W และแบตเจล 100Ah 2 ลูก) ถามเรื่องความเข้ากันได้
23,❌ Rejected,2317142971864047,https://www.facebook.com/groups/2317142971864047/posts/4359490934295897/,ขออนุญาตสอบถามครับ... ดูเพิ่มเติม,2,ข้อความเป็นการสอบถามทั่วไป ไม่มีการแสดงเจตนาชัดเจนว่าต้องการซื้อหรือติดตั้งโซลาร
24,❌ Rejected,thaisolarcell,https://www.facebook.com/groups/thaisolarcell/posts/1299640672135995/," โคมไฟโซล่าเซลล์ 120w สปอตไลท์ โคมไฟสปอร์ตไลท์ติดสนาม ไฟพลังงานแสงอาทิตย์ ไฟกลางแจ้ง ไฟสวนโซล่าเซลล์์
 ราคา  ฿626  บาท",0,โพสต์นี้เป็นการขายสินค้าโซล่าเซลล์ ไม่ใช่ผู้สนใจซื้อหรือติดตั้ง
25,❌ Rejected,thaisolarcell,https://www.facebook.com/groups/thaisolarcell/posts/1299621202137942/,ปรึกษาคา... ดูเพิ่มเติม,0,Error: The read operation timed out
26,❌ Rejected,thaisolarcell,https://www.facebook.com/groups/thaisolarcell/posts/1299632975470098/,"สอบถามครับ
แผงบนหลังคา 5 kw ควรผลิตไฟได้มากที่สุดเท่าไรครับ
ช่วงแดดจัดที่สุดของวัน ไม่ควรต่ำกว่าเท่าไรครับ จะได้ขึ้นไปล้างแผง เพื่อให้ได้ประสิทธิภาพที่ควรจะเป็น
ตอนนี้ช่วงแดดจัดที่สุด ผลิตได้ 3.4 kw",1,ผู้โพสต์มีแผงโซลาร์ติดตั้งอยู่แล้วและกำลังสอบถามเรื่องการบำรุงรักษา/ประสิทธิภาพ 
27,❌ Rejected,thaisolarcell,https://www.facebook.com/groups/thaisolarcell/posts/1134631535303577/,พัดลมโซล่าเซล Solar Fan ขนาด 14 นิ้ว ปรับ Speed ได้ 5 ระดับ พัดลมพลังงานแสงอาท... ดูเพิ่มเติม,0,โพสต์นี้เป็นการขายพัดลมโซล่าเซล ไม่ใช่ผู้ที่ต้องการซื้อหรือติดตั้งระบบโซล่าเซลสำ
28,❌ Rejected,thaisolarcell,https://www.facebook.com/groups/thaisolarcell/posts/1299631422136920/,Smart meter... ดูเพิ่มเติม,1,โพสต์กร่อนสั้นมาก พูดถึง Smart meter แต่ไม่มีสัญญาณว่าต้องการซื้อหรือติดตั้งโซลา
29,❌ Rejected,1671213103178339,https://www.facebook.com/groups/1671213103178339/posts/4067493926883566/,สปอร์ทไลท์โซล่าเซลล์สว่างถึงเช้า... ดูเพิ่มเติม,0,โพสต์เป็นการโฆษณาสปอร์ทไลท์โซล่าเซลล์ ผู้โพสต์เป็นผู้ขาย/ผู้ผลิตสินค้า ไม่ใช่ผู้
30,❌ Rejected,1671213103178339,https://www.facebook.com/groups/1671213103178339/posts/4061443357488623/,"TRINA SOLAR
ซื้อจำนวนเยอะ
EPC
มีราคาพิเศษ... ดูเพิ่มเติม",0,Parse error
31,❌ Rejected,1671213103178339,https://www.facebook.com/groups/1671213103178339/posts/4067412900225002/,"ขออนุญาตแอดมินค่ะ 
เลิกเกรงใจมิเตอร์ไฟ! เปิดแอร์ฉ่ำๆ ได้ทั้งคืน ไม่ต้องกลัวบิลสิ้นเดือน
.
 ไม่ต้องจ่ายเงินก้อน ก็ติดตั้งได้
 ผ่อนรายเดือน สูงสุด 84 เดือน
... ดูเพิ่มเติม",0,ผู้โพสต์เป็นผู้ขาย/ผู้ให้บริการติดตั้งโซลาร์เซลล์ โปรโมทสินค้าและบริการ มีการชัก
32,❌ Rejected,1671213103178339,https://www.facebook.com/groups/1671213103178339/posts/4063460377286921/,มาๆมาแล้ว  แผงมือ 2  ที่คุณอยากได้  ราคาถูก !!  แผง 310 w มือ2  ใช้สูบน้ำ ปั้ม... ดูเพิ่มเติม,0,Error: HTTP Error 529: Unknown Status
33,❌ Rejected,1671213103178339,https://www.facebook.com/groups/1671213103178339/posts/4065607113738914/,โอน650รวมส่ง ไม่มีปลายทาง... ดูเพิ่มเติม,0,Error: HTTP Error 529: Unknown Status
34,❌ Rejected,429829328127055,https://www.facebook.com/groups/429829328127055/posts/1605982830511693/," โคมไฟโซล่าเซลล์ 120w สปอตไลท์ โคมไฟสปอร์ตไลท์ติดสนาม ไฟพลังงานแสงอาทิตย์ ไฟกลางแจ้ง ไฟสวนโซล่าเซลล์ 
 ราคา  ฿626  บาท
สั่งซื้อ https://s.shopee.co.th/4AwKnYXbZ0
สั่งซื้อ https://s.lazada.co.th/s.ZgGU",0,Error: HTTP Error 529: Unknown Status
35,❌ Rejected,429829328127055,https://www.facebook.com/groups/429829328127055/posts/1605965847180058/,"จำหน่ายแผงโซล่าร์เซลล์
คุณภาพมาตรฐานระดับโลก Tier 1... ดูเพิ่มเติม",0,Error: HTTP Error 529: Unknown Status
36,❌ Rejected,429829328127055,https://www.facebook.com/groups/429829328127055/posts/1605932430516733/,"แผงโซลาร์เซลล์ 245W มือสอง
ราคา 550บาท / แผง
ซื้อ 10 แผงขึ้นไป เหลือ 530 บาท / แผง
หน้าร้าน สระบุรี
 พิกัดทักแชต
ดูเพิ่มเติม",0,Error: HTTP Error 529: Unknown Status
37,❌ Rejected,429829328127055,https://www.facebook.com/groups/429829328127055/posts/1605920130517963/,"ขออนุญาตแอดมินค่ะ 
เลิกเกรงใจมิเตอร์ไฟ! เปิดแอร์ฉ่ำๆ ได้ทั้งคืน ไม่ต้องกลัวบิลสิ้นเดือน
.
 ไม่ต้องจ่ายเงินก้อน ก็ติดตั้งได้
 ผ่อนรายเดือน สูงสุด 84 เดือน
ดูเพิ่มเติม",0,โพสต์เป็นโฆษณาจากผู้ขายที่เสนอติดตั้งโซลาร์เซลล์และผ่อนชำระ ไม่ใช่ผู้ซื้อที่ต้อง
38,❌ Rejected,429829328127055,https://www.facebook.com/groups/429829328127055/posts/1605898613853448/,"จำหน่ายแผงโซล่าร์เซลล์
คุณภาพมาตรฐานระดับโลก Tier 1... ดูเพิ่มเติม",0,โพสต์นี้เป็นการประกาศขายแผงโซล่าร์เซลล์ (จำหน่าย) โดยผู้ขายสินค้า ไม่ใช่ผู้ที่ต้
39,❌ Rejected,429829328127055,https://www.facebook.com/groups/429829328127055/posts/1605842747192368/,"แผงโซล่าเซลล์ 245 วัตต์ มือ2
สภาพสวย พร้อมใช้งาน
[
ของมีจำนวนจำกัด
]
ราคา550/แผง
ซื้อ10แผงขึ้นไป เหลือ530/แผง
ดูเพิ่มเติม",0,Error: HTTP Error 529: Unknown Status
