No,Post URL,Message,Score,Reason,Group,PostDate,Contact,ScrapedAt
1,https://www.facebook.com/groups/429829328127055/posts/1602871764156133/,"ติดโซล่าเซลล์แล้ว ไฟดับจะรอดไหม? 
หลายคนเข้าใจผิดว่าติดโซล่าเซลล์แล้วไฟจะไม่ดับเลย! ความจริงคือขึ้นอยู่กับ ""ระบบ"" ที่เราเลือก
 𝐎𝐧-𝐆𝐫𝐢𝐝: ประหยัดค่าไฟเน้นๆ แต่ถ้าไฟหลวงดับ ระบบจะหยุดทำงานเพื่อความปลอดภัย
 𝐇𝐲𝐛𝐫𝐢𝐝: มีแบตเตอรี่สำรอง ไฟดับปุ๊บ ดึงไฟจากแบตมาใช้ต่อได้ทันที ไม่ต้องกลัวตู้เย็นละลาย หรือแอร์ตัด!
สอบถามราคาพิ... ดูเพิ่มเติม",3,🔵 สอบถาม,429829328127055,41 นาที,,2026-04-23 17:47:54
2,https://www.facebook.com/groups/thaisolarcell/posts/1291719032928159/,"คนที่บ้านติดโซล่าเซลล์แล้ว
อยากจะบอกอะไรกับคนที่กำลังคิดจะติดคะ
",9,🔥 สนใจ/ซื้อ,thaisolarcell,6 วัน,,2026-04-23 17:47:34
3,https://www.facebook.com/groups/thaisolarcell/posts/1292532242846838/,วันนี้แนะนำเครื่องมือใหม่ สำหรับคนกำลังคิดอยากจะติดโซลาร์เซลล์ที่บ้านครับ หลาย... ดูเพิ่มเติม,9,🔥 สนใจ/ซื้อ,thaisolarcell,5 วัน,,2026-04-23 17:47:15
4,https://www.facebook.com/groups/2317142971864047/posts/4355341034710887/,มีใครเคยติด Atmoce กันบ้างไหมครับ ก่อนราคาขึ้นช่วง เมษา ได้ราคาเท่าไหร่กันบ้างครับ,3,🔵 สอบถาม,2317142971864047,24 นาที,,2026-04-23 17:46:50
5,https://www.facebook.com/groups/2317142971864047/posts/4355348581376799/,"ส่งต่อครับ 3900รวมส่ง
อินเวอร์เตอร์หม้อแปลงงานประกอบไทย บอร์ดแดงพร้อมจอ 48v 4000w
ใช้งานปกติ
อยู่อำเภอหนองกี่บุรีรัมย์นัดรับได้
สนใจ 0844102988",5,🟡 กำลังพิจารณา,2317142971864047,14 นาที,โทร: 0844102988,2026-04-23 17:46:30
6,https://www.facebook.com/groups/2317142971864047/posts/4355352118043112/,"สอบถามพี่ๆครับ ใช้ไฟ3-4พันต่อเดือน ส่วยมากใช้แอร์กลางคืน3ตัว
ควรติดแบบไหนดี",3,🔵 สอบถาม,2317142971864047,9 นาที,,2026-04-23 17:46:19
7,https://www.facebook.com/groups/2317142971864047/posts/4355353058043018/,"ขอสอบถามค่ะ Lux power 6kw SN6000W ต่อกับ jinko 635*9 สติงเดียว รับไหวไหมคะ ถาม gpt กับ gemini บอกว่าเสี่ยงเกิน spec ค่ะ เครื่องจะตัด error พังไว 
เราไม่มีความรู้ค่ะ แต่ช่างที่จะติดให้แจ้งว่า สติงเดียว",3,🔵 สอบถาม,2317142971864047,7 นาที,,2026-04-23 17:46:08
8,https://www.facebook.com/groups/2317142971864047/posts/4355356988042625/,จัดอีกสักตู้ครับวันนี้ขอบคุณลูกค้านะครับผมที่อุดหนุนสินค้า Inverter Pure sine ... ดูเพิ่มเติม,5,🟡 กำลังพิจารณา,2317142971864047,2 นาที,,2026-04-23 17:45:41
9,https://www.facebook.com/groups/thaisolarcell/posts/1296107675822628/,"อพาร์ทเมน​ต์ ค่่าไฟ100000 หนักมาก
อยากติดโซล่าเชล แนะนำเท่าไหร่ดีคะ",5,🟡 MEDIUM: อยากติด,thaisolarcell,4 ชั่วโมง,,2026-04-23 12:40:23
10,https://www.facebook.com/groups/2317142971864047/posts/4355133094731681/,"ขออนุญาตลงขายอินเวอร์เตอร์ hybrid 6.2k พร้อมแผง 315 วัตต์จำนวน 19 แพงราคา 35,000 บาทสนใจติดต่อได้ที่ศูนย์ 63015-7484 ต้นของอยู่ที่ชลบุรีท่านใดอยากติดตั้งบริเวณชลบุรีที่ไม่ต้องเสียราคาติดตั้งเหมือนบริษัทใหญ่เราติดแบบบ้านๆใช้งานได้จริง",9,🟡 MEDIUM: อยากติด,2317142971864047,8 นาที,,2026-04-23 12:39:40
11,https://www.facebook.com/groups/thaisolarcell/posts/1296085892491473/,อยากติดโซล่าเซลล์แบบมีผ่อนได้คะ ขอนแก่น ค่าไฟเดือนละ 3500-4500,10,สนใจ/กำลังพิจารณา,thaisolarcell,5 ชั่วโมง,,2026-04-23 12:10:48
12,https://www.facebook.com/groups/1925997401002801/posts/4523214884614360/,อินเวอร์เตอร์ Inverter  8000W... ดูเพิ่มเติม,4,🔵 QUESTION: 4 related terms,1925997401002801,,,
13,https://www.facebook.com/groups/2317142971864047/posts/4355146661396991/,"ประกาศขาย inverter hybrid on off grid 6.2 k พร้อมแผง 19 แผง 315 วัตต์ในราคา 35,000บาทท่านใดสนใจของอยู่ที่ชลบุรีติดต่อได้ที่ 063-015-7484 ต้น",6,🟢 LOW: สนใจ,2317142971864047,,,
14,https://www.facebook.com/groups/2317142971864047/posts/4355148808063443/,ตามหาบริษัทติดโซล่าเซลล์ที่ผ่อน 0% ได้ครับ,4,🟢 LOW: ตาม,2317142971864047,,,
15,https://www.facebook.com/groups/2317142971864047/posts/4355146661396991/,"ประกาศขาย inverter hybrid on off grid 6.2 k พร้อมแผง 19 แผง 315 วัตต์ในราคา 35,000บาทท่านใดสนใจของอยู่ที่ชลบุรีติดต่อได้ที่ 063-015-7484 ต้น",6,🟢 LOW: สนใจ,2317142971864047,,,
16,https://www.facebook.com/groups/2317142971864047/posts/4355148808063443/,ตามหาบริษัทติดโซล่าเซลล์ที่ผ่อน 0% ได้ครับ,4,🟢 LOW: ตาม,2317142971864047,,,
