No,Group,Post URL,Message,PostTime,ScrapedAt
1,1925997401002801,https://www.facebook.com/groups/1925997401002801/posts/4527500667519115/,"ราคาไม่แพงแบตลิเธียมประกอบแบตเต็มตรงปก 24 v(25.9- 29.4) 246 ah ผ่อนได้ด้วย พร้อมส่งมีเก็บเงินปลายทาง
https://s.shopee.co.th/gMSZu8WRO",8 นาที,2026-04-27 12:17:16
2,1925997401002801,https://www.facebook.com/groups/1925997401002801/posts/4527489487520233/,อยากเปิดแอร์ไฟฟรีกลางวันไม่ว่าจะเป็นแอร์อินเวอร์เต​อร์​หรือแอร์ Fix speed  900... ดูเพิ่มเติม,19 นาที,2026-04-27 12:17:16
3,1925997401002801,https://www.facebook.com/groups/1925997401002801/posts/4527488474187001/, 5 อันดับ Inverter ยอดเยี่ยมในไทย (2025)... ดูเพิ่มเติม,20 นาที,2026-04-27 12:17:16
4,1925997401002801,https://www.facebook.com/groups/1925997401002801/posts/4527481434187705/,"รับติดตั้งระบบโซล่าเซลล์ทั่วประเทศ เพียงแต่คุณมีอุปกรณ์ครบ ติดต่อ 093-262-3299
เงื่อนไขดังนี้... ดูเพิ่มเติม",30 นาที,2026-04-27 12:17:22
5,1925997401002801,https://www.facebook.com/groups/1925997401002801/posts/4527462037522978/, #ขอขอบคุณ พี่บอล พาเที่ยว ที่ให้ดูแล นะครับ ,59 นาที,2026-04-27 12:17:22
6,1925997401002801,https://www.facebook.com/groups/1925997401002801/posts/4527457894190059/,"เปิดจองแผง AIKO 670 ,AIKO770 Duoglass [์NEW]
สัมผัสความล้ำสมัยกับแผงโซลาร์เซลล์ 𝐀𝐈𝐊𝐎 𝐂𝐨𝐦𝐞𝐭 𝟔𝟕𝟎𝐖 ที่มาพร้อมเทคโนโลยี 𝐀𝐁𝐂 (𝐀𝐥𝐥 𝐁𝐚𝐜𝐤 𝐂𝐨𝐧𝐭𝐚𝐜𝐭) เจ้าแรกในไทย!


 ประสิทธิภาพสูงสุด: 𝐌𝐨𝐝𝐮𝐥𝐞 𝐄𝐟𝐟𝐢𝐜𝐢𝐞𝐧𝐜𝐲 สูงถึง ",1 ชั่วโมง,2026-04-27 12:17:34
7,1925997401002801,https://www.facebook.com/groups/1925997401002801/posts/4527458190856696/,จะติดกล้องวงจรปิด อย่ามองแค่ราคา! ต้องมองที่ความชัดและบริการหลังการขายด้วย... ดูเพิ่มเติม,1 ชั่วโมง,2026-04-27 12:17:34
8,383849116272497,https://www.facebook.com/groups/383849116272497/posts/1659722728685123/," แผงโซลาร์เซลล์ 245W มือสอง สภาพสวย ใช้งานได้จริง 
  ... ดูเพิ่มเติม",1 วัน,2026-04-27 12:17:55
9,2317142971864047,https://www.facebook.com/groups/2317142971864047/posts/4359481270963530/,ขอ ทอป3 แบตเตอรี่ที่น่าเชื่อถือและมีบริการหลังการขายที่ดีหน่อยครับ,1 นาที,2026-04-27 12:18:23
10,2317142971864047,https://www.facebook.com/groups/2317142971864047/posts/4359476767630647/,"ขอคำแนะนำค่ะ
แอร์ 18,000 btu 1 ตัว
แอร์ 9,000 btu 2 ตัว
ตู้เย็น 20 คิว 1 ตัว
เครื่องซักผ้าฝาหน้า 2 ตัว
ดูเพิ่มเติม",7 นาที,2026-04-27 12:18:23
11,2317142971864047,https://www.facebook.com/groups/2317142971864047/posts/4359476314297359/,อยากวางแผงแนวนอนเพิ่ม 2 แผง ใช้ขายึดแบบไหนดีครับ,8 นาที,2026-04-27 12:18:23
12,2317142971864047,https://www.facebook.com/groups/2317142971864047/posts/4359474790964178/,ขายครับ ของใหม่ ... ดูเพิ่มเติม,10 นาที,2026-04-27 12:18:23
13,2317142971864047,https://www.facebook.com/groups/2317142971864047/posts/4359473230964334/,"ได้ บ นึง ในราคา 26x,xxx
ได้ แผง 5 kw กับ แบต 10 kw ของ Deye
ถือว่าโอเคมั้ยคะ
หา บ รับติด ไม่ค่อยตอบแชทกันเลย",12 นาที,2026-04-27 12:18:23
14,2317142971864047,https://www.facebook.com/groups/2317142971864047/posts/4359470474297943/,"Powmr 60A MPPT ควบคุมการประจุพลังงานแสงอาทิตย์ 12V-48V อัตโนมัติ 160VDC พัดลม LCD สนับสนุนขนานได้ถึง 12 หน่วยสนับสนุนแบตเตอรี่ลิเธียมตะกั่วกรดชดเชยอุณหภูมิ.  ปล่อยต่อ1,200",17 นาที,2026-04-27 12:18:28
15,2317142971864047,https://www.facebook.com/groups/2317142971864047/posts/4359470390964618/,"ส่งงาน Hybrid UMC 20HP
เพื่อนช่างเอาไปขับปั๊มน้ำ 15 แรงม้า",17 นาที,2026-04-27 12:18:38
16,2317142971864047,https://www.facebook.com/groups/2317142971864047/posts/4359468054298185/,ใกล้ความจริงแล้ว กับการผลิตไปใช้เอง ต้อนรับนโยบายรัฐบาล,21 นาที,2026-04-27 12:18:43
17,thaisolarcell,https://www.facebook.com/groups/thaisolarcell/posts/1299522522147810/,#พร้อมส่งไทย แบตลิเธียม LiFeP04 CATL 12V 24V 48V 100A 150A 200A 100-400ah ราคาส่งโรงงานมาเองเกรดA แถมที่ชาร์จไฟบ้านทุกรุ่น,2 ชั่วโมง,2026-04-27 12:18:57
