No,Group,Post URL,Message,Score,Reason,PostDate (UTC+7),Contact,ScrapedAt (UTC+7)
1,"1925997401002801","https://www.facebook.com/groups/1925997401002801/posts/4523394814596367/","มีแผลโซล่าเซลล์มือสองสภาพดีขาย #คิดต่อตามคลิป #แอนจร้าพาเพลินเพลงเพราะ #แผงโซล่าเซลล์ใช้พลังงานจากแสงอาทิตย์",3,"สอบถามข้อมูล/รายละเอียด","2026-04-23 14:04","","2026-04-23 14:31:05"
2,"1925997401002801","https://www.facebook.com/groups/1925997401002801/posts/4523391151263400/","สนใจติดต่อทางเพจได้เลยนะคะ",3,"สอบถามข้อมูล/รายละเอียด","2026-04-23 13:58","","2026-04-23 14:31:05"
3,"1925997401002801","https://www.facebook.com/groups/1925997401002801/posts/4523388404597008/","#แนะนำ
inverter 8000w12v/24V/48V ตัวแปลงไฟDC TO AC220V อินเวอร์เตอร์เพียวซายเ... ดูเพิ่มเติม",4,"สอบถามข้อมูล/รายละเอียด","2026-04-23 13:53","","2026-04-23 14:31:05"
4,"2317142971864047","https://www.facebook.com/groups/2317142971864047/posts/4355196154725375/","ตามหา Longi Solar Panel 560W Hi-Mo X10 Guardian Light Design (หนัก 16kg)
ร้านไหน มีขายบ้างครับ",3,"สอบถามข้อมูล/รายละเอียด","2026-04-23 14:30","","2026-04-23 14:31:05"
5,"2317142971864047","https://www.facebook.com/groups/2317142971864047/posts/4355195998058724/","#ผ่อนได้ ST453
#ไม่ต้องใช้เงินสด
#เอาส่วนลดค่าไฟไปจ่ายไฟแนนซ์ 2 ปีคืนทุน ผ่อนครบเหมือนได้ของฟรี
#แก้ปัญหาร้านขายของชำค่าไฟฟ้าแพง
ดูเพิ่มเติม",4,"สอบถามข้อมูล/รายละเอียด","2026-04-23 14:29","","2026-04-23 14:31:05"
6,"2317142971864047","https://www.facebook.com/groups/2317142971864047/posts/4355195601392097/","4.3 ลากๆ ประมานเท่าไหร่คับพี่",2,"สอบถามข้อมูล/รายละเอียด","2026-04-23 14:29","","2026-04-23 14:31:05"
7,"2317142971864047","https://www.facebook.com/groups/2317142971864047/posts/4355166641394993/","สอบถามนะครับ ติดแอร์ โซล่าเซลล์ 18000btu ร่วมทุกอย่าง ราคาจะอยู่ที่เท่าไหร่ครับ",6,"สนใจ/ซื้อ","2026-04-23 13:45","","2026-04-23 14:31:05"
8,"2317142971864047","https://www.facebook.com/groups/2317142971864047/posts/4355164898061834/","ตามหา inverter huawei 10 kw 1p",5,"สนใจ/ซื้อ","2026-04-23 13:43","","2026-04-23 14:31:05"
9,"2317142971864047","https://www.facebook.com/groups/2317142971864047/posts/4355155151396142/","เข้าแอป ดูค่าแบตเตอรี่แล้วเป็นแบบนี้ ทำไงได้บ้างครับ ขอบคุณครับ",2,"สอบถามข้อมูล/รายละเอียด","2026-04-23 13:31","","2026-04-23 14:31:05"
10,"thaisolarcell","https://www.facebook.com/groups/thaisolarcell/posts/1296159495817446/","ค่าไฟบ้าน 8000 กว่าบาท อยากติดโซลล่าเซลล์ ใช้ไฟ กลางวัน และกลางคืน ประมาณกี่บาทครับ อยู่ กทม.",5,"สนใจ/ซื้อ","2026-04-23 10:31","","2026-04-23 14:31:05"
11,"thaisolarcell","https://www.facebook.com/groups/thaisolarcell/posts/1296194515813944/","ผมเพิ่งสั่งของมาถึงก็เลยลองต่อดูต่อเสร็จเรียบร้อยทำไมมันเปิดไม่ติดครับพี่ๆแนะนำหน่อยคับ",2,"สอบถามข้อมูล/รายละเอียด","2026-04-23 11:31","","2026-04-23 14:31:05"
12,"thaisolarcell","https://www.facebook.com/groups/thaisolarcell/posts/1296301975803198/","ถ้ากู้ ธอส มาติดโซล่าเซลล์ โดยที่บ้านยังผ่อนอยู่ สามารถใช้สิทธิ์ลดหย่อนภาษีได้ไหมครับ เคยได้ยินว่าถ้าจะลดหย่อนภาษีต้องผ่อนบัตรเครดิตเท่านั้น",2,"สอบถามข้อมูล/รายละเอียด","2026-04-23 14:24","","2026-04-23 14:31:05"
13,"thaisolarcell","https://www.facebook.com/groups/thaisolarcell/posts/1296300995803296/","#ของแท้ รุ่นใหม่ ใหญ่กว่าเดิม
JD ของแท้! ไฟสปอตไลท์โซล่าเซลล์ 35W 200W 300W 400W 1000W กันน้ำ IP67 ใช้พลังงานแสงอาทิตย์ ไฟบ้าน LED Solar light",2,"สอบถามข้อมูล/รายละเอียด","2026-04-23 14:22","","2026-04-23 14:31:05"
14,"thaisolarcell","https://www.facebook.com/groups/thaisolarcell/posts/1295720485861347/","สนใจจะติดตั้งโซลาเซล ชุดโซลาเซล 10kw เป็นเครื่อง inverter deya 16kw พร้อมแบตเตอรี่ 2 ลูก
ราคาเท่าไหร่กันบ้างคะ",10,"สนใจ/ซื้อ","2026-04-22 20:31","","2026-04-23 14:31:05"
15,"thaisolarcell","https://www.facebook.com/groups/thaisolarcell/posts/1296224975810898/","แบต huawei 21 kw ราคาอยู่ที่เท่าไหร่คะ + ราคาโมดูล ด้วยค่ะ",8,"สนใจ/ซื้อ","2026-04-23 12:31","","2026-04-23 14:31:05"
16,"thaisolarcell","https://www.facebook.com/groups/thaisolarcell/posts/1296260345807361/","ตามหา บริษัท ติดตั้งโซ่ล่าเซลล์กับบ้าน แบบผ่อนได้เพื่อนๆมีบริษัทไหนแนะ นำมั้งครับ",5,"สนใจ/ซื้อ","2026-04-23 13:31","","2026-04-23 14:31:05"
17,"thaisolarcell","https://www.facebook.com/groups/thaisolarcell/posts/1296272015806194/","สอบถามครับ บ้านเดิมทีมีอาการไฟตก แต่ไม่ดับ
ถ้าติดระบบโซล่าเซลล์ไฮบริจ จะช่วยได้ไหมครับ",2,"สอบถามข้อมูล/รายละเอียด","2026-04-23 13:31","","2026-04-23 14:31:05"
18,"429829328127055","https://www.facebook.com/groups/429829328127055/posts/1602756077501035/","หาสินค้า
HUAWEI 10kw 3P 1 ตัว
HUAWEI 50kw 3P 1 ตัว
Huawei 10kW 1P 1 ตัว
Power module 1 ตัว... ดูเพิ่มเติม",3,"สอบถามข้อมูล/รายละเอียด","2026-04-23 13:44","","2026-04-23 14:31:05"
