No,Group,Post URL,Message,Score,Reason,PostDate (UTC+7),Contact,ScrapedAt (UTC+7)
1,"1925997401002801","https://www.facebook.com/groups/1925997401002801/posts/4523516964584152/","TMDA 5kW 1 Phase On-Grid String Inverter (รับประกันศูนย์ไทย 10 ปี) ในราคา ฿17,... ดูเพิ่มเติม",5,"กำลังพิจารณา","2026-04-23 16:50","","2026-04-23 17:14:02"
2,"1925997401002801","https://www.facebook.com/groups/1925997401002801/posts/4523483797920802/","สนใจสินค้าทักแชทสอบถามได้นะคะ หรือทักแชทสอบถามทางเพจ JPEN Market ได้เลยนะคะ หร... ดูเพิ่มเติม",3,"สอบถาม","2026-04-23 16:14","","2026-04-23 17:14:02"
3,"2317142971864047","https://www.facebook.com/groups/2317142971864047/posts/4355320504712940/","สอบถามหน่อยครับ ตอนนี้ใช้ inverter Growatt SPF5000 ตั้งค่าชาร์จจาก Solar อยู่ที่ 50a  ใช้งานแบต 314ah 51.2v อาการตอนนี้คือ ไฟที่ชาร์จจาก Solar ลงไปกี่แบตเกิน 50a ที่ตั้งไว้ที่ inverter ทำให้ BMS JK ที",3,"สอบถาม","2026-04-23 17:10","","2026-04-23 17:14:02"
4,"2317142971864047","https://www.facebook.com/groups/2317142971864047/posts/4355305168047807/","ขอสอบถามหน่อยนะครับ เราอยากได้แบตตัวนี้เป็น 24 v เราสามารถแบตแบบเดียวกัน 12 vแต่ amน้อยกว่าได้ไหมครับ (ต่อแบบอนุกรม)ขอบคุณครับ",3,"สอบถาม","2026-04-23 16:49","","2026-04-23 17:14:02"
5,"2317142971864047","https://www.facebook.com/groups/2317142971864047/posts/4355301238048200/","มีอินเวอร์เตอร์ปั๊มน้ำตัวไหนที่ใช้งานสะดวก
ง่ายๆ เหมือน super box บ้างมั๊ยครับ
ของขาดตลาดนาน ไม่อยากรอแล้วครับ",5,"กำลังพิจารณา","2026-04-23 16:44","","2026-04-23 17:14:02"
6,"2317142971864047","https://www.facebook.com/groups/2317142971864047/posts/4355297668048557/","ถ้าจะติดโซล่าเซลประมาณ 5kW เราควรเผื่ออินเวอร์เตอร์ไว้ก่อนมั๊ย(เผื่อเพิ่มแผ่นคราวหลัง) มือใหม่ เพิ่งเริ่มหาข้อมูลครับ",9,"สนใจ/ซื้อ","2026-04-23 16:39","","2026-04-23 17:14:02"
7,"2317142971864047","https://www.facebook.com/groups/2317142971864047/posts/4355297374715253/","อยู่ชลบุรี
เน้นใข้กลางวัน แอร์12000 1 ตัว ตู้เย็น 4
Tv คอม พัดลม แนะนำหน่อยครับผม",3,"สอบถาม","2026-04-23 16:39","","2026-04-23 17:14:02"
8,"2317142971864047","https://www.facebook.com/groups/2317142971864047/posts/4355296028048721/","ถ้ามีไฟฟ้าวงจรที่ 2 สำหรับติดตั้งเครื่องชาร์จรถไฟฟ้า อนาคตจะติดโซล่าเซลแบบ Ongrid จะต้องยังไงครับ",9,"สนใจ/ซื้อ","2026-04-23 16:37","","2026-04-23 17:14:02"
9,"thaisolarcell","https://www.facebook.com/groups/thaisolarcell/posts/1296189985814397/","สอบถามครับ 10kw ระบบ hybrid มีแบตเตอรี่ ไฟ 1 เฟส ทักราคามาทีครับ",3,"สอบถาม","2026-04-23 11:14","","2026-04-23 17:14:02"
10,"thaisolarcell","https://www.facebook.com/groups/thaisolarcell/posts/1293283789438350/","ถึงเวลาที่อยากติดโซล่าเซลล์ แล้วค่าาา 
 ใครมีบริษัทที่รับประกันดีๆ แนะนำหน่อยค่า
ต้องการ 10 kw 1 เฟส = 1 หลัง
และ 5 kw 1 เฟส = 1 หลัง
ติด 2 หลังเลยยย ",3,"สอบถาม","2026-04-19 17:14","","2026-04-23 17:14:02"
11,"thaisolarcell","https://www.facebook.com/groups/thaisolarcell/posts/1296307402469322/","สนใจโซลาร์เซลล์ 10kw พร้อมแบตเตอรี่ 16kw
หน้างาน อำเภอเมือง จ.หนองคาย",5,"กำลังพิจารณา","2026-04-23 15:14","","2026-04-23 17:14:02"
12,"thaisolarcell","https://www.facebook.com/groups/thaisolarcell/posts/1296159495817446/","ค่าไฟบ้าน 8000 กว่าบาท อยากติดโซลล่าเซลล์ ใช้ไฟ กลางวัน และกลางคืน ประมาณกี่บาทครับ อยู่ กทม.",5,"กำลังพิจารณา","2026-04-23 10:14","","2026-04-23 17:14:02"
13,"1671213103178339","https://www.facebook.com/groups/1671213103178339/posts/4063689813930644/","อินเวอร์เตอร์สำหรับควบคุมปั๊มไฟฟ้าในระบบโซล่าเชลล์ ขนาด 2 แรงม้า",5,"กำลังพิจารณา","2026-04-23 16:55","","2026-04-23 17:14:02"
14,"1671213103178339","https://www.facebook.com/groups/1671213103178339/posts/4061443357488623/","TRINA SOLAR
ซื้อจำนวนเยอะ
EPC
มีราคาพิเศษ... ดูเพิ่มเติม",7,"สนใจโซล่าเซลล์","2026-04-21 17:14","","2026-04-23 17:14:02"
