No,Status,Group,Post URL,Message,Score,Reason
1,✅ Lead,1925997401002801,https://www.facebook.com/groups/1925997401002801/posts/4527489487520233/,อยากเปิดแอร์ไฟฟรีกลางวันไม่ว่าจะเป็นแอร์อินเวอร์เต​อร์​หรือแอร์ Fix speed  900... ดูเพิ่มเติม,8,แสดงความต้องการใช้ไฟฟรีเพื่อเปิดแอร์กลางวัน ซึ่งเป็นความต้องการที่แก้ได้ด้วยโซลา
2,✅ Lead,2317142971864047,https://www.facebook.com/groups/2317142971864047/posts/4359499684295022/,ตอนเย็นใช้ซักผ้า อบผ้า เปิดไฟในบ้าน ตู้เย็น 2 ประตู 1 ตู้ ตู้ฟิช 1 ตู้ ใช้แอร์ 12000 กลางคืน 5 ชม อยากได้ออฟกริช ต้องใช้ชุดไหนดีครับ แนะนำหน่อย มือใหม่ครับ,8,รายละเอียดการใช้ไฟฟ้าชัดเจน ถามหาชุดระบบโซลาร์ที่เหมาะกับการใช้งาน แสดงว่าสนใจติ
3,✅ Lead,2317142971864047,https://www.facebook.com/groups/2317142971864047/posts/4359495937628730/,"สอบถามครับ จะใช้ไฟฟ้า แค่ตอนกลางวัน  on grid ไม่ติดแบต(อนาคตมีเงินค่อยติดเพิ่ม) ช่วยแนะนำใช้ inverter กี่ kw ดีครับ.
เพิ่มเติม:
-พึ่งซื้อแผง longi himo /650 w มาแล้ว 4 แผง ที่ไทยวัสดุ
-มีแอร์ 18,500 b",8,ซื้อแผงโซลาร์เซลล์มาแล้ว 4 แผง (Longi HiMO 650W) กำลังถามขนาด inverter สำหรับติด
4,✅ Lead,2317142971864047,https://www.facebook.com/groups/2317142971864047/posts/4359494017628922/,ตามหาระบบโซล่าพร้อมติดตั้ง สนใจระบบ 5-6k deye lux แบต 10-15k เสนอราคามาได้ หน้างานอยู่ประชาอุทิศ บางมด,9,ต้องการซื้อและติดตั้งระบบโซลาร์ชัดเจน ระบุขนาด 5-6kW แบรนด์ Deye Lux แบตเตอรี่ 1
5,✅ Lead,2317142971864047,https://www.facebook.com/groups/2317142971864047/posts/4359492210962436/,ผมมีแผง450wแบตเจล100A2ลูกเหมาะกับชาร์เจอร์ตัวไหนครับ,7,ผู้ใช้ถามเกี่ยวกับชาร์จเจอร์ที่เหมาะสมกับแผงโซลาร์เซลล์และแบตเตอรี่ของเขา แสดงว่
6,✅ Lead,2317142971864047,https://www.facebook.com/groups/2317142971864047/posts/4359490000962657/,อยากทำโรงจอดรถ3ช่องจอด พร้อมโซล่าเซลล์5กิโลวัตต์ ใส่แบตเตอรี่สัก15กิโลวัตต์ ขอบริษัทออกใบเสร็จ เอาไปลดภาษีได้ครับ(ไฟ3เฟส),9,ผู้โพสต์ต้องการติดตั้งโซล่าเซลล์5กิโลวัตต์พร้อมแบตเตอรี่15กิโลวัตต์สำหรับโรงจอดร
7,✅ Lead,2317142971864047,https://www.facebook.com/groups/2317142971864047/posts/4359488074296183/,ช่วงนี้ บ.ติดตั้ง โซล่าเซลล์ ไม่ค่อยอยากรับงานกันเหรอครับ ส่งข้อความหายหลายเจ้... ดูเพิ่มเติม,7,กำลังหาบริษัทติดตั้งโซล่าเซลล์ ส่งข้อความติดต่อหาหลายเจ้า → มีความต้องการซื้อ/ติ
8,✅ Lead,thaisolarcell,https://www.facebook.com/groups/thaisolarcell/posts/1299624855470910/,สอบถามราคาติดตั้งโซล่าเซลล์ inverter hybrid deye หรือ solis 5k ไม่รวมแบตเตอรี่ประมาณเท่าไหร่ครับ,8,สนใจติดตั้งโซล่าเซลล์และสอบถามราคาอย่างชัดเจน มีความต้องการที่เฉพาะเจาะจง (inver
9,✅ Lead,thaisolarcell,https://www.facebook.com/groups/thaisolarcell/posts/1299622035471192/,"สอบถามครับ ค่าไฟ 2000 - 2500
ใช้ไฟ 24 ชม. WFH
ติดของแบรนด์
Sigenergy หรือ Huawei ดีครับ
งบ 200,000 - 250,000 (ผ่อน)",8,"ต้องการติดตั้งโซลาร์ (ติด = ติดตั้ง ไม่ใช่ติดตาม) มีงบประมาณชัดเจน 200,000-250,0"
10,✅ Lead,429829328127055,https://www.facebook.com/groups/429829328127055/posts/1605886363854673/, ค่าไฟแพงแบบนี้…ต้องรีบติดโซล่าเซลล์... ดูเพิ่มเติม,8,แสดงความต้องการติดตั้งโซล่าเซลล์เนื่องจากค่าไฟแพง มีความสนใจชัดเจนในการซื้อ/ติดต
11,❌ Rejected,1925997401002801,https://www.facebook.com/groups/1925997401002801/posts/4527509520851563/,240W แผงละ 499 บาท... ดูเพิ่มเติม,0,ผู้โพสต์เป็นผู้ขายแผงโซลาร์เซลล์ (240W แผงละ 499 บาท) ไม่ใช่ผู้ต้องการซื้อหรือติ
12,❌ Rejected,1925997401002801,https://www.facebook.com/groups/1925997401002801/posts/4527509310851584/,"จำหน่ายแผงโซล่าร์เซลล์
คุณภาพมาตรฐานระดับโลก Tier 1... ดูเพิ่มเติม",0,ผู้โพสต์เป็นผู้จำหน่ายแผงโซล่าร์เซลล์ (Tier 1) ไม่ใช่ผู้ต้องการซื้อหรือติดตั้ง
13,❌ Rejected,1925997401002801,https://www.facebook.com/groups/1925997401002801/posts/4527500667519115/,"ราคาไม่แพงแบตลิเธียมประกอบแบตเต็มตรงปก 24 v(25.9- 29.4) 246 ah ผ่อนได้ด้วย พร้อมส่งมีเก็บเงินปลายทาง
https://s.shopee.co.th/gMSZu8WRO",1,โพสต์ขายแบตเตอรี่ลิเธียมพร้อมลิงก์ Shopee เป็นผู้ขาย/ผู้โฆษณา ไม่ใช่คนที่ต้องการ
14,❌ Rejected,1925997401002801,https://www.facebook.com/groups/1925997401002801/posts/4527488474187001/, 5 อันดับ Inverter ยอดเยี่ยมในไทย (2025)... ดูเพิ่มเติม,0,โพสต์เป็นเนื้อหาแชร์ข้อมูล/ขายของเกี่ยวกับอินเวอร์เตอร์ ไม่ใช่คนที่อยากซื้อหรือต
15,❌ Rejected,1925997401002801,https://www.facebook.com/groups/1925997401002801/posts/4527481434187705/,"รับติดตั้งระบบโซล่าเซลล์ทั่วประเทศ เพียงแต่คุณมีอุปกรณ์ครบ ติดต่อ 093-262-3299
เงื่อนไขดังนี้... ดูเพิ่มเติม",0,ผู้โพสต์เป็นผู้ให้บริการติดตั้งโซล่าเซลล์ (รับติดตั้ง) ไม่ใช่ผู้ต้องการซื้อหรือต
16,❌ Rejected,1925997401002801,https://www.facebook.com/groups/1925997401002801/posts/4527462037522978/, #ขอขอบคุณ พี่บอล พาเที่ยว ที่ให้ดูแล นะครับ ,0,โพสต์เป็นข้อความขอบคุณ ไม่มีความสนใจในการซื้อหรือติดตั้งโซลาร์เซลล์
17,❌ Rejected,383849116272497,https://www.facebook.com/groups/383849116272497/posts/1659722728685123/," แผงโซลาร์เซลล์ 245W มือสอง สภาพสวย ใช้งานได้จริง 
  ... ดูเพิ่มเติม",0,โพสต์เป็นการประกาศขายแผงโซลาร์เซลล์มือสอง ไม่ได้แสดงความต้องการซื้อหรือติดตั้ง
