No,Post URL,Message,Score,Reason,Group,PostDate,Contact,ScrapedAt
1,"https://www.facebook.com/groups/1925997401002801/posts/4523214884614360/","อินเวอร์เตอร์ Inverter  8000W... ดูเพิ่มเติม",4,"🟡 กำลังพิจารณา","1925997401002801","3 ชั่วโมง","","2026-04-23 06:28:01"
2,"https://www.facebook.com/groups/383849116272497/posts/1656090079048388/"," LONGi Hi-MO X10 650W (LR7-72HVH-650M)
 แผงโซลาร์ตัวท็อป HPBC 2.0
 กำลังผลิต 650W เต็ม
 Tier 1 Bloomberg
 รับประกัน 15 ปี / 30 ปี
ดูเพิ่มเติม",3,"🟡 กำลังพิจารณา","383849116272497","2 วัน","","2026-04-23 06:28:01"
3,"https://www.facebook.com/groups/2317142971864047/posts/4355150084729982/","ช่วยแนะนำร้านขายอินเวอร์เตอร์ตัวนี้หน่อยครับ แบบได้ของเลยไม่รอ pre order",4,"🟡 กำลังพิจารณา","2317142971864047","1 นาที","","2026-04-23 06:28:01"
4,"https://www.facebook.com/groups/2317142971864047/posts/4355148808063443/","ตามหาบริษัทติดโซล่าเซลล์ที่ผ่อน 0% ได้ครับ",7,"🟢 สนใจ/ซื้อ","2317142971864047","2 นาที","","2026-04-23 06:28:01"
5,"https://www.facebook.com/groups/2317142971864047/posts/4355150084729982/","ช่วยแนะนำร้านขายอินเวอร์เตอร์ตัวนี้หน่อยครับ แบบได้ของเลยไม่รอ pre order",4,"🟡 กำลังพิจารณา","2317142971864047","1 นาที","","2026-04-23 06:28:01"
6,"https://www.facebook.com/groups/2317142971864047/posts/4355148808063443/","ตามหาบริษัทติดโซล่าเซลล์ที่ผ่อน 0% ได้ครับ",7,"🟢 สนใจ/ซื้อ","2317142971864047","2 นาที","","2026-04-23 06:28:01"
7,"https://www.facebook.com/groups/2317142971864047/posts/4355148808063443/","ตามหาบริษัทติดโซล่าเซลล์ที่ผ่อน 0% ได้ครับ",7,"🟢 สนใจ/ซื้อ","2317142971864047","2 นาที","","2026-04-23 06:28:01"
8,"https://www.facebook.com/groups/2317142971864047/posts/4355148808063443/","ตามหาบริษัทติดโซล่าเซลล์ที่ผ่อน 0% ได้ครับ",7,"🟢 สนใจ/ซื้อ","2317142971864047","2 นาที","","2026-04-23 06:28:01"
9,"https://www.facebook.com/groups/thaisolarcell/posts/1295638865869509/","Inverter รุ่น กี่ kw กี่เฟสสครับ",2,"🔵 สอบถามข้อมูล/รายละเอียด","thaisolarcell","18 ชั่วโมง","","2026-04-23 06:28:01"
10,"https://www.facebook.com/groups/thaisolarcell/posts/1295638865869509/","Inverter รุ่น กี่ kw กี่เฟสสครับ",2,"🔵 สอบถามข้อมูล/รายละเอียด","thaisolarcell","18 ชั่วโมง","","2026-04-23 06:28:01"
11,"https://www.facebook.com/groups/thaisolarcell/posts/1295638865869509/","Inverter รุ่น กี่ kw กี่เฟสสครับ",2,"🔵 สอบถามข้อมูล/รายละเอียด","thaisolarcell","18 ชั่วโมง","","2026-04-23 06:28:01"
12,"https://www.facebook.com/groups/thaisolarcell/posts/1296260345807361/","ตามหา บริษัท ติดตั้งโซ่ล่าเซลล์กับบ้าน แบบผ่อนได้เพื่อนๆมีบริษัทไหนแนะ นำมั้งครับ",5,"🟢 สนใจ/ซื้อ","thaisolarcell","14 นาที","","2026-04-23 06:28:01"
13,"https://www.facebook.com/groups/thaisolarcell/posts/1295638865869509/","Inverter รุ่น กี่ kw กี่เฟสสครับ",2,"🔵 สอบถามข้อมูล/รายละเอียด","thaisolarcell","18 ชั่วโมง","","2026-04-23 06:28:01"
14,"https://www.facebook.com/groups/thaisolarcell/posts/1296260345807361/","ตามหา บริษัท ติดตั้งโซ่ล่าเซลล์กับบ้าน แบบผ่อนได้เพื่อนๆมีบริษัทไหนแนะ นำมั้งครับ",5,"🟢 สนใจ/ซื้อ","thaisolarcell","14 นาที","","2026-04-23 06:28:01"
15,"https://www.facebook.com/groups/429829328127055/posts/1602598617516781/","✅อัพเดทงานซ่อมคราบ🎉 #Powmr #รับซ่อมอินเวอร์เตอร์ #รับติดตั้งโซล่าเซลล์ #Anern",3,"🟡 กำลังพิจารณา","429829328127055","4 ชั่วโมง","","2026-04-23 06:28:01"
